North Carolina	1710890
North Carolina	2063487
North Dakota	340521
North Dakota	17723
North Dakota	20945
North Dakota	29401
North Dakota	68069
North Dakota	67271
North Dakota	59972
North Dakota	195312
North Dakota	145209
Ohio	4815946
Ohio	169006
Ohio	220879
Ohio	300116
Ohio	690001
Ohio	781088
Ohio	709248
Ohio	2180337
Ohio	2635609
Oklahoma	1360720
Oklahoma	70642
Oklahoma	79775
Oklahoma	96894
Oklahoma	247311
Oklahoma	245691
Oklahoma	217269
Oklahoma	710271
Oklahoma	650449
Oregon	1596637
Oregon	90626
Oregon	107704
Oregon	136434
Oregon	334764
Oregon	301195
Oregon	235282
Oregon	871241
Oregon	725396
Pennsylvania	5433660
Pennsylvania	223480
Pennsylvania	269783
Pennsylvania	346175
Pennsylvania	839438
Pennsylvania	898733
Pennsylvania	774462
Pennsylvania	2512633
Pennsylvania	2921027
Rhode Island	435978
Rhode Island	22662
Rhode Island	25974
Rhode Island	32943
Rhode Island	81579
Rhode Island	81142
Rhode Island	66491
Rhode Island	229212
Rhode Island	206766
South Carolina	1866451
South Carolina	78976
South Carolina	91231
South Carolina	120181
South Carolina	290388
South Carolina	290882
South Carolina	235738
South Carolina	817008
South Carolina	1049443
South Dakota	359643
South Dakota	21031
South Dakota	24213
South Dakota	31048
South Dakota	76292
South Dakota	70523
South Dakota	62588
South Dakota	209403
South Dakota	150240
Tennessee	2650007
Tennessee	92515
Tennessee	119010
Tennessee	152584
Tennessee	364109
Tennessee	404941
Tennessee	347820
Tennessee	1116870
Tennessee	1533137
Texas	10580160
Texas	425117
Texas	497494
Texas	655183
Texas	1577794
Texas	1705969
Texas	1485175
Texas	4768938
Texas	5811222
Utah	1282455
Utah	57402
Utah	62226
Utah	86667
Utah	206295
Utah	217492
Utah	166630
Utah	590417
Utah	692038
Vermont	258876
Vermont	17250
Vermont	19976
Vermont	24084
Vermont	61310
Vermont	54337
Vermont	41675
Vermont	157322
Vermont	101554
Virginia	3310542
Virginia	146186
Virginia	165869
Virginia	221473
Virginia	533528
Virginia	563092
Virginia	461342
Virginia	1557962
Virginia	1752580
Washington	2768660
Washington	146053
Washington	171985
Washington	215099
Washington	533137
Washington	479421
Washington	391519
Washington	1404077
Washington	1364583
West Virginia	549413
West Virginia	25560
West Virginia	32757
West Virginia	39726
West Virginia	98043
West Virginia	92843
West Virginia	78903
West Virginia	269789
West Virginia	279624
Wisconsin	2561381
Wisconsin	98188
Wisconsin	126685
Wisconsin	172817
Wisconsin	397690
Wisconsin	465746
Wisconsin	403651
Wisconsin	1267087
Wisconsin	1294294
Wyoming	201864
Wyoming	17135
Wyoming	19101
Wyoming	22240
Wyoming	58476
Wyoming	42833
Wyoming	27574
Wyoming	128883
Wyoming	72981
